Reviews,polarity,subjectivity,label
please add the attendance option google classroom soon possible thanks,0.1,0.6,positive
great app only wish waslittle more homeschool user friendly,0.41875,0.6875,positive
automatically organized and easy use,0.43333333333333335,0.8333333333333334,positive
because this classroom method adopted our clg needs finish our assignment time,0.0,0.0,neutral
itokay andcan assignment,0.0,0.0,neutral
has really helped,0.2,0.2,positive
its really good this keeps wouldngo school,0.7,0.6000000000000001,positive
had very few issues with google classroom the only problemhad was not being able joinclass,0.08,0.585,positive
would love gave notifications for due dates,0.1875,0.4875,positive
great for school,0.8,0.75,positive
takes way long download,-0.05,0.4,negative
nice app works better,0.55,0.75,positive
want have some translation,0.0,0.0,neutral
itgreat,0.0,0.0,neutral
donuse its dangerusr,0.0,0.0,neutral
awsome,0.0,0.0,neutral
smarter,0.0,0.0,neutral
cant login,0.0,0.0,neutral
its good for home work,0.7,0.6000000000000001,positive
helps get homework done,0.0,0.0,neutral
like this app becausedo use google class school and when computer not workingcan use the app,0.0,0.0,neutral
liked,0.6,0.8,positive
good way talk with teachers,0.7,0.6000000000000001,positive
makes much more accessible for students for anyone wondering about the about sectionthink resources you add that section are still available through the classroom folder the bottom the home menu,0.425,0.425,positive
great for doing school work home,0.8,0.75,positive
classroom helps sheets school warmly hridhaan sapan shah,0.6,0.6,positive
itawesome,0.0,0.0,neutral
good one,0.7,0.6000000000000001,positive
good for students,0.7,0.6000000000000001,positive
good connection firm kisserll give itnine out ten,0.16666666666666666,0.3333333333333333,positive
recommend you all download because this this lockdown situations would help you continue your learnings with gurus,0.0,0.0,neutral
takes long download nothing else,-0.05,0.4,negative
its useful for student and teacher,0.3,0.0,positive
good app for students who are pursuing their studies,0.7,0.6000000000000001,positive
itgood but some errors,0.0,0.0,neutral
well fitted android and does itjob however there reply fiction class comments,0.0,0.0,neutral
mean its google classroom idfk,-0.3125,0.6875,negative
good help for students,0.7,0.6000000000000001,positive
quite slow while downloading,-0.30000000000000004,0.39999999999999997,negative
google classroom isgreat interactive app for students communicate with their teachers and their work,0.0,0.0,neutral
the app keeps changing due dates saturdaywould lovebug fix for this thanks,0.037500000000000006,0.2875,positive
more useful for students,0.4,0.25,positive
good and very useful app thankgoogle,0.5449999999999999,0.30000000000000004,positive
app that helps teaching and taking notes,0.0,0.0,neutral
after last update cannot log into classrooms,0.0,0.06666666666666667,neutral
this isgood and helpful app that helps with schoolwork butdonthink very mobile friendly just yet recentlyve been having problems with the app though with trying get into classrooms but them deleting themselves and showing error message,0.2875,0.4,positive
working perfectly fine now,0.4166666666666667,0.5,positive
there syncing error the app the students are struggling much please fix,0.2,0.2,positive
good but saysam not classes,0.7,0.6000000000000001,positive
plz make auto sync with google device policy soon this app opens else makes difficult use,-0.5,1.0,negative
upadate very awful account not getting detected,-1.0,1.0,negative
enable download option pls itmaking difficult visit info when are offline,-0.5,1.0,negative
awesome solution for your webinars,1.0,1.0,positive
nicee,0.0,0.0,neutral
this app great app because you can your homework well your projects,0.8,0.75,positive
good smooth experience,0.55,0.55,positive
helpful app managing class batch wise,0.7,0.9,positive
great needsdark theme though,0.8,0.75,positive
good app but some times not working fastly hang,0.44999999999999996,0.6000000000000001,positive
love thison phone becausedo classroom,0.5,0.6,positive
good connect the homework from the school,0.7,0.6000000000000001,positive
this game broken and doesnwork,-0.4,0.4,negative
itpretty good,0.7,0.6000000000000001,positive
good but uploadingfile isvery tedious work especially deadlines should solved,0.06666666666666665,0.8666666666666667,positive
content limitation needs increased,0.0,0.0,neutral
good better and best,0.7333333333333334,0.46666666666666673,positive
add call reply comment pleaseee,0.0,0.0,neutral
account not adding google classroom,0.0,0.0,neutral
love the app helpslot with turning work,0.5,0.6,positive
suggest add live teaching like youtube live stream teacher can use computer phone mirror all student,0.13636363636363635,0.5,positive
yes there was lots yaoi yaoi gay hentai,0.4166666666666667,0.5833333333333334,positive
love typing buthadbiography slide show reporttried sign but said createclass soonwas doing research and found out thatmissed the join class button can you guys make the join the class button easier find thanksmillion,0.5,0.6,positive
this too much good,0.7,0.6000000000000001,positive
reading comments especially asteacher notsmooth experience should like facebook also despite some students having done the work their status not showing turned andcannot figure out where the problem,0.0,1.0,neutral
itgood butwould like putfeature that teachers could message you back,0.0,0.0,neutral
this isrealy good app itjustcant tell weather someone postspic not,0.7,0.6000000000000001,positive
